Дата проводки,Счёт (наименование + ИНН),Сумма по дебету (RUB),Сумма по кредиту (RUB),Банк (условный БИК + наименование),Назначение платежа (детали),Риск,Причины_оценки_риска,Примечание
2025-08-02 18:11:49,"ООО СЕРВИСПРО, ИНН: 1423002304",,"195,790.37","Россельхозбанк, г. Москва (БИК: 044525100)",Оплата по договор №434/2025 от 09.08.2025; счет-фактура №1012; ТТН №782; назнач.: оплата поставки; дата/время проводки 02.08.2025 18:11; счет-фактура №1012; ТТН №782,Низкий,supplier_with_docs_amount_ok,TEST DATA — НЕ РЕАЛЬНО. Использовать только для обучения/тестирования.
2025-08-02 18:39:41,"ООО СЛЕД-ИНВЕСТ, ИНН: 2534003405","225,575.75",,"Сбербанк, г. Санкт-Петербург, Северо-Западный филиал (БИК: 046577674)",Оплата по договор №400/2025 от 20.07.2025; счет-фактура №3237; ТТН №925; назнач.: оплата поставки; дата/время проводки 02.08.2025 18:39; счет-фактура №3237; ТТН №925,Низкий,supplier_with_docs_amount_ok,TEST DATA — НЕ РЕАЛЬНО. Использовать только для обучения/тестирования.
2025-08-02 19:20:30,"ООО АГРОСНАБ, ИНН: 2301001101",,"195,888.17","Россельхозбанк, г. Москва (БИК: 044525100)",Оплата по договор №286/2025 от 10.08.2025; счет-фактура №9000; ТТН №944; назнач.: оплата поставки; дата/время проводки 02.08.2025 19:20; счет-фактура №9000; ТТН №944,Низкий,supplier_with_docs_amount_ok,TEST DATA — НЕ РЕАЛЬНО. Использовать только для обучения/тестирования.
2025-08-02 19:21:00,"ИП ПЕТРОВ И.А., ИНН: 5002003002","174,821.37",,"Сбербанк, г. Новосибирск, Сибирский филиал (БИК: 047501602)",Оплата по договор №399/2025 от 02.06.2025; счет-фактура №3631; ТТН №575; назнач.: оплата поставки; дата/время проводки 02.08.2025 19:21; сопроводительные документы отсутствуют,Средний,no_docs_amount_over_low,TEST DATA — НЕ РЕАЛЬНО. Использовать только для обучения/тестирования.
2025-08-02 20:30:57,"ООО СЕКЬЮРИТИ, ИНН: 4503001303","304,493.15",,"Промсвязьбанк, г. Москва (БИК: 044525000)",Оплата по договор №674/2025 от 09.06.2025; счет-фактура №2511; ТТН №912; назнач.: оплата поставки; дата/время проводки 02.08.2025 20:30; счет-фактура №2511; ТТН №912,Низкий,supplier_with_docs_amount_ok,TEST DATA — НЕ РЕАЛЬНО. Использовать только для обучения/тестирования.
2025-08-02 20:31:12,"ООО БЛЭКХОЛД, ИНН: 2029002900",,"212,723.22","Сбербанк, г. Санкт-Петербург, Северо-Западный филиал (БИК: 046577674)",Оплата по договор №239/2025 от 02.07.2025; счет-фактура №1112; ТТН №958; назнач.: оплата поставки; дата/время проводки 02.08.2025 20:31; счет-фактура №1112; ТТН №958,Низкий,supplier_with_docs_amount_ok,TEST DATA — НЕ РЕАЛЬНО. Использовать только для обучения/тестирования.
2025-08-02 20:52:54,"ООО ТРАНСЛАЙН, ИНН: 1322002203",,"1,176,105.65","ВТБ, г. Москва, Головной офис (БИК: 040349700)",Оплата по договор №771/2025 от 08.08.2025; счет-фактура №7376; ТТН №401; назнач.: оплата поставки; дата/время проводки 02.08.2025 20:52; счет-фактура №7376; ТТН №401,Средний,amount_over_med;has_docs_and_contract,TEST DATA — НЕ РЕАЛЬНО. Использовать только для обучения/тестирования.
2025-08-03 08:43:50,"ИП КОРОЛЁВ А.М., ИНН: 2332003203","149,411.92",,"Сбербанк, г. Новосибирск, Сибирский филиал (БИК: 047501602)","Перечисление заработной платы, период: 08.2025; ведомость №42; дата 03.08.2025 08:43",Низкий,default_low,TEST DATA — НЕ РЕАЛЬНО. Использовать только для обучения/тестирования.
2025-08-03 09:06:57,"ООО СЕРВИСПРО, ИНН: 1423002304",,"123,041.98","Сбербанк, г. Екатеринбург, Уральский филиал (БИК: 045004641)",Аванс по договор №472/2025 от 15.07.2025; счет-фактура №8310; назнач.: аванс; дата/время 03.08.2025 09:06; сопроводительные документы отсутствуют,Средний,advance_mention,TEST DATA — НЕ РЕАЛЬНО. Использовать только для обучения/тестирования.
2025-08-03 09:33:55,"ООО СТРАНАIT, ИНН: 2231003102",,"539,715.76","Газпромбанк, г. Москва (БИК: 044525545)",Оплата по договор №469/2025 от 25.07.2025; счет-фактура №8063; ТТН №860; назнач.: оплата поставки; дата/время проводки 03.08.2025 09:33; счет-фактура №8063; ТТН №860,Средний,amount_over_med;has_docs_and_contract,TEST DATA — НЕ РЕАЛЬНО. Использовать только для обучения/тестирования.
2025-08-03 09:48:12,"ООО СТРАНАIT, ИНН: 2231003102","314,274.89",,"ВТБ, г. Москва, Головной офис (БИК: 040349700)",Оплата по договор №156/2025 от 16.06.2025; счет-фактура №6918; ТТН №578; назнач.: оплата поставки; дата/время проводки 03.08.2025 09:48; счет-фактура №6918; ТТН №578,Низкий,supplier_with_docs_amount_ok,TEST DATA — НЕ РЕАЛЬНО. Использовать только для обучения/тестирования.
2025-08-03 10:01:46,"ООО ТРАНСЛАЙН, ИНН: 1322002203","213,765.20",,"Сбербанк, г. Новосибирск, Сибирский филиал (БИК: 047501602)",Оплата по договор №942/2025 от 18.06.2025; счет-фактура №3865; ТТН №506; назнач.: оплата поставки; дата/время проводки 03.08.2025 10:01; счет-фактура №3865; ТТН №506,Низкий,supplier_with_docs_amount_ok,TEST DATA — НЕ РЕАЛЬНО. Использовать только для обучения/тестирования.
2025-08-03 10:35:28,"ООО НОВЫЙ МАРКЕТ, ИНН: 1625002506","12,810.03",,"Сбербанк, г. Екатеринбург, Уральский филиал (БИК: 045004641)",Оплата по договор №860/2025 от 17.08.2025; счет-фактура №5789; ТТН №467; назнач.: оплата поставки; дата/время проводки 03.08.2025 10:35; сопроводительные документы отсутствуют,Низкий,default_low,TEST DATA — НЕ РЕАЛЬНО. Использовать только для обучения/тестирования.
2025-08-03 10:46:53,"ООО СТРАНАIT, ИНН: 2231003102",,"181,283.00","Альфа-Банк, г. Москва (БИК: 044030653)",Оплата по договор №494/2025 от 06.06.2025; счет-фактура №1477; ТТН №582; назнач.: оплата поставки; дата/время проводки 03.08.2025 10:46; счет-фактура №1477; ТТН №582,Низкий,supplier_with_docs_amount_ok,TEST DATA — НЕ РЕАЛЬНО. Использовать только для обучения/тестирования.
2025-08-03 11:01:35,"ООО ИНЖИНЕРОВАНИЕ, ИНН: 1221002102","115,652.03",,"Сбербанк, г. Санкт-Петербург, Северо-Западный филиал (БИК: 046577674)",Оплата по договор №383/2025 от 01.08.2025; счет-фактура №3276; ТТН №378; назнач.: оплата поставки; дата/время проводки 03.08.2025 11:01; счет-фактура №3276; ТТН №378,Низкий,supplier_with_docs_amount_ok,TEST DATA — НЕ РЕАЛЬНО. Использовать только для обучения/тестирования.
